Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,84.68499755859375,85.28500366210938,83.68499755859375,83.76499938964844,82.86178588867188,1561200
2020-01-03,83.83499908447266,85.46499633789062,83.56500244140625,85.0999984741211,84.1823959350586,1469800
2020-01-06,85.12999725341797,85.86000061035156,84.80999755859375,85.61000061035156,84.68689727783203,1326600
2020-01-07,85.36499786376953,85.56999969482422,84.08000183105469,84.13999938964844,83.23274993896484,1432000
2020-01-08,84.63500213623047,84.7699966430664,83.6500015258789,83.69000244140625,82.78759765625,1014400
2020-01-09,82.3550033569336,82.86000061035156,80.55500030517578,81.12000274658203,80.24531555175781,2770800
2020-01-10,80.86000061035156,82.48500061035156,80.86000061035156,82.11499786376953,81.22957611083984,1100000
2020-01-13,82.1500015258789,83.01000213623047,82.1500015258789,82.6500015258789,81.7588119506836,1232200
2020-01-14,82.75499725341797,83.51000213623047,82.75499725341797,83.44499969482422,82.54524230957031,1898600
2020-01-15,83.58499908447266,84.62000274658203,83.58499908447266,83.80500030517578,82.90135192871094,1453000
2020-01-16,83.96499633789062,84.08000183105469,83.05999755859375,83.57499694824219,82.673828125,1698200
2020-01-17,83.66500091552734,84.37999725341797,83.48999786376953,84.33999633789062,83.43058776855469,1084200
2020-01-21,84.42500305175781,85.67500305175781,84.36499786376953,85.57499694824219,84.65227508544922,1982600
2020-01-22,85.80999755859375,86.76000213623047,85.69999694824219,86.26499938964844,85.33483123779297,1690400
2020-01-23,85.37000274658203,86.57499694824219,85.3550033569336,86.38500213623047,85.45353698730469,1590600
2020-01-24,87.13500213623047,87.29000091552734,86.01000213623047,86.33499908447266,85.4040756225586,1396200
2020-01-27,86.16500091552734,86.88500213623047,85.9749984741211,86.3550033569336,85.42386627197266,1698000
2020-01-28,82.1500015258789,84.9749984741211,81.80000305175781,83.02999877929688,82.13471221923828,4551400
2020-01-29,82.5,84.28500366210938,81.59500122070312,83.70500183105469,82.80244445800781,1872800
