Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,64.05204772949219,64.16356658935547,62.39157485961914,62.676578521728516,45.2668342590332,710600
2020-01-03,62.46592330932617,63.952911376953125,62.317222595214844,63.66790771484375,45.98280334472656,889000
2020-01-06,63.56877136230469,64.25031280517578,63.1474609375,64.06443786621094,46.269187927246094,1737600
2020-01-07,63.76704025268555,64.07682800292969,63.06071853637695,63.23419952392578,45.6695671081543,1277900
2020-01-08,63.28376770019531,63.878562927246094,63.197025299072266,63.51920700073242,45.875404357910156,1022500
2020-01-09,63.45724868774414,63.82899475097656,63.110286712646484,63.23419952392578,45.6695671081543,751600
2020-01-10,63.45724868774414,63.91573715209961,63.135066986083984,63.84138870239258,46.108097076416016,608900
2020-01-13,63.99008560180664,64.48574829101562,63.75464630126953,64.31227111816406,46.448177337646484,947200
2020-01-14,64.08921813964844,64.08921813964844,63.1474609375,63.63072967529297,45.95595169067383,810600
2020-01-15,63.878562927246094,64.82032012939453,63.866172790527344,64.60966491699219,46.6629638671875,809700
2020-01-16,64.73358154296875,65.22924041748047,64.37422180175781,65.21685028076172,47.10149002075195,442800
2020-01-17,65.17967987060547,65.55142211914062,64.96902465820312,65.36555480957031,47.20888900756836,585900
2020-01-21,65.50186157226562,66.07186889648438,65.34076690673828,66.04708862304688,47.70111083984375,793100
2020-01-22,66.294921875,66.44361877441406,65.53903198242188,65.67533874511719,47.43262481689453,834900
2020-01-23,65.83643341064453,66.71623229980469,65.42750549316406,66.67906188964844,48.15754318237305,639200
2020-01-24,66.79058074951172,67.07559204101562,66.5179672241211,66.93927764892578,48.34547805786133,708000
2020-01-27,66.67906188964844,67.08798217773438,66.294921875,66.39405059814453,47.95170211791992,1122300
2020-01-28,65.9851303100586,66.55514526367188,65.87360382080078,65.99752044677734,47.665313720703125,821100
2020-01-29,66.28252410888672,66.45600891113281,65.68772888183594,65.73729705810547,47.47737503051758,547500
2020-01-30,65.62577819824219,66.20817565917969,65.37794494628906,65.88599395751953,47.58477020263672,1488500
2020-01-31,65.72490692138672,66.43122863769531,64.96902465820312,65.31598663330078,47.173091888427734,1181900
2020-02-03,65.50186157226562,65.7620849609375,65.00619506835938,65.39033508300781,47.22678756713867,981900
2020-02-04,65.5638198852539,66.35688018798828,65.37794494628906,65.94795227050781,47.6295166015625,695200
2020-02-05,65.91078186035156,66.5427474975586,65.63816833496094,66.10904693603516,47.74585723876953,516300
2020-02-06,66.33209228515625,66.5179672241211,66.08425903320312,66.28252410888672,47.87115478515625,723400
2020-02-07,66.40644073486328,66.56753540039062,65.89839172363281,66.13382720947266,47.76375961303711,341600
2020-02-10,66.56753540039062,66.84014892578125,66.19578552246094,66.84014892578125,48.27388381958008,305100
2020-02-11,66.8277587890625,67.19950103759766,66.75341033935547,67.07559204101562,48.44392776489258,428800
2020-02-12,66.93927764892578,67.48451232910156,66.55514526367188,67.0260238647461,48.40813064575195,450300
2020-02-13,66.50557708740234,67.28624725341797,66.24535369873047,67.07559204101562,48.81393051147461,692200
2020-02-14,67.360595703125,67.918212890625,67.14994049072266,67.90582275390625,49.418128967285156,744500
2020-02-18,68.1164779663086,68.14126586914062,67.37298583984375,67.99256134033203,49.48125457763672,724800
2020-02-19,68.02973937988281,68.0916976928711,67.24906921386719,67.24906921386719,48.940181732177734,910800
2020-02-20,67.31102752685547,68.37670135498047,66.97645568847656,68.35192108154297,49.742774963378906,489200
2020-02-21,68.26518249511719,68.99628448486328,68.26518249511719,68.7608413696289,50.04036331176758,780200
2020-02-24,68.12887573242188,68.87236785888672,67.75712585449219,67.918212890625,49.42714309692383,997500
2020-02-25,68.07930755615234,68.07930755615234,66.28252410888672,66.40644073486328,48.32695770263672,2069400
2020-02-26,66.5427474975586,66.92688751220703,65.48946380615234,65.50186157226562,47.66865539550781,974900
2020-02-27,64.90706634521484,65.01858520507812,61.251548767089844,61.375465393066406,44.66569519042969,1906600
2020-02-28,59.92565155029297,59.95043182373047,57.385379791259766,59.281288146972656,43.141666412353516,2182500
2020-03-02,59.41759490966797,61.36307144165039,58.996280670166016,61.325897216796875,44.62961959838867,1951200
2020-03-03,61.313507080078125,63.20941925048828,60.867408752441406,61.375465393066406,44.66569519042969,2004900
2020-03-04,62.292442321777344,63.6802978515625,61.97026062011719,63.55638122558594,46.25284194946289,864500
2020-03-05,62.441139221191406,62.899627685546875,61.561336517333984,62.46592330932617,45.459266662597656,841100
2020-03-06,60.81784439086914,62.081783294677734,59.71499252319336,61.72242736816406,44.918190002441406,2128100
2020-03-09,58.59975051879883,59.665428161621094,57.43494415283203,58.47583770751953,42.555503845214844,1531200
2020-03-10,59.739776611328125,60.97893524169922,57.74473190307617,60.91697692871094,44.33203125,1863700
2020-03-11,59.194549560546875,59.268898010253906,56.629493713378906,57.01362991333008,41.49138641357422,1618400
2020-03-12,53.2465934753418,56.133827209472656,50.68153762817383,53.59355545043945,39.00244903564453,2351000
2020-03-13,56.344486236572266,57.19950485229492,51.94547653198242,57.06319808959961,41.527462005615234,1671100
2020-03-16,51.58612060546875,51.87112808227539,43.91573715209961,44.002479553222656,32.022586822509766,1924000
